314,3,0
205,80,0
239,182,1
103,32,1
180,83,2
137,25,1
80,143,0
419,14,0
361,74,0
192,173,1
113,60,1
381,3,0
67,193,0
269,117,0
158,130,0
4,77,0
18,21,1
322,60,2
486,158,2
61,75,0
533,131,0
231,146,0
357,68,0
507,147,0
547,57,0
311,33,1
34,14,1
555,168,0
532,42,0
411,2,0
97,150,0
452,92,1
100,179,1
457,150,0
149,165,1
165,51,1
475,181,0
484,196,2
258,111,1
211,40,0
301,156,1
61,125,0
409,14,0
559,125,0
187,36,1
402,2,0
104,167,0
317,48,1
206,95,1
24,54,1
274,149,0
432,67,0
399,199,1
15,105,0
565,36,1
294,191,0
210,82,0
450,130,0
533,192,2
286,103,1
490,167,1
288,79,0
312,161,1
107,49,0
416,187,1
440,25,1
362,78,0
38,181,0
225,79,1
520,70,1
316,159,1
72,36,1
435,84,1
259,24,2
540,125,0
115,12,0
274,146,0
281,7,1
3,32,1
464,152,1
560,128,0
570,92,1
489,113,1
173,79,0
340,137,0
489,2,0
246,45,0
142,165,0
471,32,1
222,72,1
371,123,0
292,31,2
299,42,2
346,27,0
80,149,1
368,44,0
26,109,1
18,161,1
124,42,1
191,159,1
243,7,0
386,183,0
349,163,0
156,142,0
491,112,1
34,137,1
504,82,1
423,153,0
66,116,0
339,111,0
186,102,1
269,150,0
169,128,0
323,138,0
191,22,0
546,11,1
394,171,0
515,162,1
526,74,0
491,110,1
396,110,0
514,187,1
313,2,0
528,178,1
268,38,1
281,77,0
481,187,0
273,9,1
25,1,1
132,193,1
247,34,1
96,102,0
331,5,1
303,3,0
123,119,1
490,161,1
376,173,0
214,22,0
137,41,1
219,73,1
138,131,0
505,9,0
476,81,0
402,153,1
558,144,1
269,21,0
172,143,0
211,80,0
556,192,1
247,128,1
556,159,1
50,71,0
9,86,1
470,165,0
228,130,1
524,31,2
57,145,1
539,38,1
328,104,1
500,72,0
295,54,0
179,118,0
557,166,0
357,163,0
300,194,0
42,154,1
401,114,0
211,78,0
364,2,0
551,176,0
97,11,1
445,161,1
381,4,0
128,87,0
218,186,2
125,148,0
346,150,0
74,130,0
216,118,0
187,13,0
86,133,0
339,44,0
150,54,1
211,88,1
252,82,1
285,188,0
512,5,1
287,60,1
472,157,1
235,6,0
390,10,0
533,51,1
376,6,1
74,55,0
12,50,0
524,51,1
4,80,0
264,193,1
413,36,1
325,5,0
287,192,0
200,27,0
353,163,0
538,32,0
231,48,0
420,89,1
571,119,0
47,182,1
138,197,1
198,173,0
215,165,0
435,94,0
533,106,1
8,83,0
71,3,0
428,197,0
204,130,0
219,178,1
276,140,0
257,54,0
141,143,0
185,15,0
179,14,0
549,115,2
91,75,0
152,130,1
50,116,0
466,133,0
531,6,0
432,81,0
437,48,0
195,52,1
40,188,0
64,138,0
506,51,1
209,75,0
138,39,1
463,114,0
479,42,1
15,14,0
475,5,1
571,60,1
389,131,0
346,82,1
514,110,0
64,64,1
332,112,1
424,98,0
370,199,1
571,21,1
530,18,0
208,159,1
42,71,0
572,110,0
374,119,1
80,39,0
285,104,1
304,104,0
198,196,2
374,189,1
492,128,0
97,83,1
466,98,1
450,49,0
518,172,0
389,133,1
378,152,0
165,100,1
229,115,0
154,102,1
188,180,0
569,64,2
470,124,1
123,5,2
133,115,0
384,200,0
391,39,1
92,93,0
296,56,0
134,38,0
40,48,0
103,69,2
122,175,1
498,8,0
213,68,0
260,109,0
215,163,0
107,15,0
367,54,1
369,191,0
15,73,1
472,27,0
337,38,0
110,27,0
403,18,1
288,50,0
491,19,1
328,3,1
272,16,1
180,114,1
37,69,1
543,16,2
336,4,1
416,190,1
393,25,2
511,149,1
332,175,1
55,49,1
99,21,1
301,43,1
211,10,0
518,116,0
322,142,0
75,1,1
495,152,0
352,26,1
275,31,0
40,98,1
487,72,1
508,29,1
303,124,0
223,12,0
430,180,0
504,111,1
569,133,0
538,29,0
120,130,0
475,179,1
339,117,0
56,16,1
38,83,1
21,159,1
389,27,1
506,105,0
293,24,0
125,68,0
525,82,1
279,69,1
556,148,0
32,103,0
303,48,0
367,22,1
271,68,0
471,114,0
470,140,0
231,88,1
439,197,0
193,192,1
430,145,0
387,97,0
420,118,1
200,24,0
125,19,0
546,40,0
312,87,0
247,32,1
390,90,0
110,83,1
428,11,0
385,156,2
345,22,0
221,195,1
529,39,1
46,63,1
203,183,2
475,106,1
100,146,0
347,192,1
152,6,1
363,21,1
450,167,0
411,31,1
288,44,0
304,187,0
337,85,1
74,16,0
299,40,1
69,50,0
533,181,0
420,126,1
507,50,0
223,1,1
515,192,1
369,5,1
448,181,0
440,107,1
371,128,0
524,54,1
414,24,1
101,150,0
493,68,0
257,152,0
572,122,0
92,103,1
340,92,1
38,57,0
131,3,1
122,128,0
272,127,1
105,55,0
201,180,0
530,180,0
420,200,1
517,88,0
484,172,0
262,9,0
228,102,1
299,72,2
368,172,0
88,129,0
444,101,1
60,189,0
402,154,1
32,71,0
121,182,1
216,42,0
572,132,0
135,87,0
518,11,0
181,130,0
340,12,0
323,97,0
186,131,0
274,72,0
174,77,0
253,178,0
301,115,0
88,42,0
515,25,1
124,20,1
153,75,0
33,68,0
569,6,1
539,130,1
476,69,1
527,173,0
125,87,0
499,15,0
480,134,1
430,49,0
226,106,0
152,190,0
529,166,1
433,115,0
310,165,0
547,6,0
245,17,1
437,191,0
561,6,1
40,121,1
343,12,0
123,181,1
308,42,1
528,111,0
492,152,0
470,121,1
554,27,1
378,87,0
274,175,0
231,183,1
531,152,0
154,36,1
358,56,1
310,87,0
239,142,0
221,90,0
397,153,2
76,118,1
133,182,1
39,13,0
24,101,1
397,70,1
345,7,0
148,175,1
171,21,0
565,80,1
274,42,0
455,179,0
470,139,0
387,31,2
364,115,0
393,22,2
364,49,0
239,107,1
70,80,0
482,174,0
492,188,0
557,67,1
291,71,1
115,27,0
156,150,0
401,64,0
135,110,0
200,199,2
518,27,0
395,15,0
222,83,1
106,130,0
540,150,0
134,138,0
415,91,1
193,73,1
549,46,1
121,113,0
512,197,1
182,49,0
131,194,0
171,176,0
457,38,0
39,1,1
522,106,0
150,129,1
90,116,0
244,44,0
381,27,0
43,86,1
221,92,0
569,95,1
87,196,1
188,55,0
349,111,0
381,54,0
191,142,0
444,152,0
510,12,0
24,85,1
329,83,0
324,140,1
449,173,0
562,49,0
262,15,0
222,126,1
308,115,0
476,182,1
434,142,1
400,56,1
33,110,0
460,135,0
406,27,0
398,21,1
29,46,1
294,147,1
88,45,0
268,196,1
136,176,0
486,195,2
179,119,0
150,155,0
45,79,0
120,116,0
204,133,0
328,92,1
104,75,0
376,163,0
181,182,1
525,27,0
206,88,1
36,60,1
408,133,0
70,51,1
67,134,0
310,150,0
51,173,0
336,127,1
61,3,0
427,129,0
305,14,0
273,119,1
265,59,0
526,2,0
317,16,1
436,37,0
350,92,0
497,51,2
131,185,1
502,128,0
340,74,0
463,91,0
471,38,1
435,136,0
545,4,1
375,130,1
540,13,0
463,101,1
159,73,1
470,36,0
406,137,0
456,80,1
345,26,0
279,83,1
104,115,0
493,178,0
440,122,1
389,137,0
383,70,1
346,138,0
179,71,0
22,84,1
508,75,0
127,144,0
171,54,0
431,72,1
6,10,0
274,39,0
455,12,0
80,33,0
316,50,0
236,83,0
326,119,1
546,105,0
520,51,1
531,75,0
462,82,1
100,74,0
187,83,1
548,121,1
318,102,0
56,177,1
447,163,0
13,73,1
51,164,0
484,165,0
43,157,1
313,167,1
367,19,1
366,32,1
144,166,1
446,48,1
202,39,0
540,149,1
129,92,1
304,171,0
352,148,0
119,23,0
508,5,2
324,172,1
450,92,0
66,70,1
555,178,0
39,90,0
329,33,0
414,197,0
491,159,1
6,83,1
144,36,1
219,53,0
451,38,0
412,164,0
211,70,0
349,18,0
398,4,1
317,139,1
544,87,0
435,133,0
217,108,1
240,99,1
66,122,1
61,190,0
294,26,1
98,192,1
533,188,0
510,120,0
21,138,0
351,131,0
204,1,1
549,130,2
0,40,1
416,49,1
220,92,0
152,19,0
520,83,1
123,161,1
502,38,1
215,157,1
321,110,0
477,55,1
85,33,0
416,50,1
92,21,1
26,137,0
482,55,0
81,58,0
551,149,1
491,78,0
391,124,1
572,131,0
82,56,0
397,165,2
110,52,0
498,13,0
227,138,0
418,45,1
430,181,0
557,45,0
322,38,0
280,126,0
313,146,1
554,45,1
420,184,1
190,136,1
302,20,0
452,125,1
334,129,1
446,179,1
518,112,0
262,7,1
544,73,1
420,135,1
293,107,0
544,146,0
361,83,2
94,118,0
141,136,0
245,196,1
402,145,0
460,152,0
245,147,1
470,42,0
158,45,0
118,54,0
426,125,1
295,62,1
468,33,0
9,126,1
203,192,2
12,165,0
4,22,0
335,13,1
236,159,1
189,14,0
539,32,1
558,18,1
246,182,1
253,130,0
6,157,1
141,3,0
32,105,1
211,99,1
382,21,0
378,72,0
203,187,0
173,163,0
330,111,2
245,64,1
186,148,0
507,49,0
0,159,1
248,80,1
495,21,1
379,102,1
491,4,1
100,2,0
36,107,1
288,92,0
303,150,0
268,74,0
392,189,1
488,187,1
45,1,1
168,163,0
61,14,0
180,13,1
382,181,0
412,104,0
60,92,0
428,26,0
148,53,1
342,33,1
272,122,1
467,144,0
379,22,1
264,115,0
46,166,1
359,128,1
473,71,1
431,199,2
70,113,1
342,92,1
182,17,1
426,32,1
124,158,1
524,130,0
391,111,1
525,199,2
487,115,0
138,107,1
223,48,1
317,56,1
5,162,1
105,198,0
470,102,1
391,66,1
317,101,1
467,165,0
152,136,0
420,175,1
134,19,0
294,150,0
558,100,1
301,182,1
72,112,1
388,19,0
51,154,0
284,100,1
444,118,0
18,180,0
546,94,0
201,192,0
139,50,0
108,108,1
21,136,0
531,89,0
475,148,0
131,12,0
556,154,0
207,27,0
117,4,0
541,83,1
193,173,1
209,56,2
491,165,1
473,133,1
388,82,2
92,169,1
239,119,0
369,176,0
122,58,0
347,199,1
83,129,0
51,64,2
148,89,1
40,38,0
522,31,0
101,50,0
45,38,0
83,98,1
564,43,1
427,146,1
351,15,0
223,51,1
316,56,0
565,95,1
173,18,0
288,1,1
288,166,0
370,114,0
572,114,0
20,131,0
289,64,2
329,153,0
67,26,1
480,77,0
257,95,0
18,144,0
427,100,1
383,151,1
148,170,1
439,144,0
141,119,0
371,5,0
549,48,2
69,3,0
174,9,0
257,63,0
37,7,1
343,11,0
82,44,1
318,82,1
294,160,0
377,197,1
229,152,0
229,30,1
107,42,0
387,1,1
482,62,0
132,86,1
91,183,1
434,56,1
158,13,0
546,136,0
170,70,0
396,48,1
494,188,1
141,176,0
100,21,0
163,124,0
561,133,1
350,54,0
145,106,0
210,83,0
83,54,1
347,177,1
8,63,1
187,118,0
426,195,1
533,103,0
230,120,0
218,139,2
408,98,1
389,16,1
252,21,1
505,55,0
494,63,1
123,21,1
481,128,0
461,142,2
142,145,0
12,91,0
366,29,1
434,143,0
62,103,0
337,147,0
42,70,1
57,93,0
4,1,1
437,193,1
120,42,0
291,138,0
38,137,0
379,7,1
1,127,1
80,174,0
117,119,0
163,192,0
411,157,1
51,157,1
447,108,1
91,159,1
247,7,2
497,71,0
53,45,0
107,186,1
391,42,0
199,38,0
123,50,1
334,190,0
70,152,0
542,148,0
559,18,0
90,166,0
328,16,1
401,112,0
260,54,0
565,28,0
262,20,0
140,36,0
488,196,1
283,6,1
491,180,1
443,49,0
508,48,0
323,53,0
442,133,0
185,27,0
296,88,0
340,112,0
52,143,0
360,64,0
462,150,0
478,125,1
62,130,1
29,53,0
299,196,2
139,144,0
68,133,0
49,37,1
43,6,1
102,130,1
277,6,0
475,36,1
455,36,0
178,73,0
348,144,1
112,102,1
435,140,1
400,8,1
559,15,0
322,146,0
196,95,0
296,137,0
186,189,0
33,46,0
289,144,0
407,118,0
548,52,1
87,120,0
486,100,2
183,150,0
310,18,0
178,159,0
249,95,0
446,18,1
456,73,1
211,53,0
257,176,0
362,126,0
125,152,0
533,148,0
448,53,0
414,101,1
47,130,0
15,140,0
569,119,1
420,183,1
470,29,0
478,21,1
295,57,0
138,86,1
245,140,0
203,173,0
65,45,1
524,124,1
151,156,2
504,131,1
562,82,1
548,137,0
50,41,0
427,39,1
569,145,0
370,89,1
506,130,0
69,181,0
160,39,1
70,189,0
488,136,0
286,3,1
371,157,1
324,68,1
262,5,1
333,50,0
120,111,0
81,16,1
519,128,0
268,73,1
156,39,1
355,11,1
196,42,0
451,56,0
535,22,1
202,138,0
474,26,1
295,88,1
89,6,1
120,22,0
271,97,0
108,4,1
410,104,0
414,58,0
346,109,0
284,142,0
47,1,1
83,40,1
497,137,0
43,40,1
223,119,1
124,51,1
527,124,1
412,87,0
392,13,0
253,115,0
359,111,1
339,132,0
290,5,0
33,79,0
562,138,0
182,133,0
385,124,2
21,131,0
81,23,0
561,142,1
562,50,0
492,32,1
33,158,0
497,111,2
543,49,1
322,15,0
304,49,0
236,181,0
155,100,2
172,44,0
498,120,0
177,112,0
260,91,0
564,44,1
333,42,0
457,115,0
276,188,0
58,109,2
520,137,0
139,19,0
565,14,1
104,112,0
24,103,1
136,54,1
281,158,1
559,13,0
134,110,0
146,21,1
8,189,0
556,87,0
556,152,0
52,78,0
520,108,1
209,125,1
108,9,1
332,38,1
539,155,0
46,187,0
189,72,1
427,9,1
254,88,1
368,135,0
265,24,2
472,151,1
134,22,1
361,49,0
22,38,1
497,166,0
223,55,1
84,12,1
550,33,0
305,199,2
55,197,0
449,88,0
89,103,0
284,35,0
227,109,0
350,82,1
193,69,1
391,91,1
73,74,0
562,180,0
455,49,0
121,153,0
452,130,1
497,167,0
291,67,1
547,37,0
424,92,0
572,89,0
312,101,1
495,102,1
467,88,0
518,1,2
225,42,2
308,121,2
273,7,1
390,164,0
218,19,0
394,18,0
385,14,0
159,155,0
558,91,1
290,51,0
301,132,1
195,115,0
300,165,1
91,26,1
546,21,1
273,181,1
370,32,1
70,122,1
370,122,1
58,197,2
424,159,1
247,36,2
56,131,1
474,175,0
526,26,0
135,7,0
48,88,1
359,135,1
157,163,0
268,36,1
144,80,0
522,116,0
445,4,0
471,83,1
44,8,0
311,165,1
450,87,0
380,68,0
263,68,0
102,157,1
33,178,0
555,38,0
159,146,1
426,64,2
533,178,1
222,125,1
82,157,1
61,196,2
169,27,0
385,60,2
81,14,0
106,6,0
280,79,0
120,12,0
295,136,0
401,193,0
550,79,0
519,86,0
98,74,0
329,152,0
173,129,0
325,56,0
476,19,0
200,33,0
183,57,0
386,124,0
327,45,0
159,147,1
114,163,0
305,8,0
46,21,1
173,100,0
271,11,0
483,142,0
226,185,0
285,76,1
87,74,0
550,198,0
198,43,2
106,105,0
438,145,0
232,23,0
339,42,0
172,84,1
206,114,1
264,171,0
353,181,0
150,145,1
66,142,0
263,42,0
83,21,1
498,165,0
555,192,0
125,138,0
540,177,0
145,33,0
357,190,0
400,177,1
61,82,2
383,144,0
10,80,1
155,143,0
252,176,0
557,106,0
6,133,0
298,198,0
91,9,0
20,97,0
408,94,0
258,23,0
310,37,0
443,195,1
389,74,0
90,168,0
466,7,1
531,10,0
305,45,0
278,156,1
147,56,0
233,117,1
455,79,0
202,137,0
204,137,0
479,14,0
92,112,1
127,195,1
132,198,1
196,121,1
14,116,0
248,7,1
399,23,0
175,83,1
401,183,0
97,77,1
47,132,0
115,156,1
210,1,1
474,59,0
324,185,1
56,101,1
105,43,1
386,87,0
462,118,0
303,42,0
130,181,0
525,137,0
360,130,0
286,44,2
87,110,0
481,109,0
414,8,0
411,133,0
440,126,1
548,185,1
39,176,0
536,3,1
107,68,0
324,196,2
565,91,1
401,98,0
275,152,0
136,78,0
114,93,0
220,49,0
108,122,1
59,92,1
550,149,0
479,187,0
181,145,0
108,155,0
564,70,1
450,88,0
387,25,1
313,95,1
308,14,1
345,36,0
102,181,0
203,19,0
116,17,0
68,137,0
89,85,1
180,197,1
552,180,0
205,76,0
44,49,0
151,21,1
447,182,1
532,140,0
555,83,0
401,35,0
374,26,1
389,163,0
503,49,1
50,187,0
368,21,0
177,140,0
410,19,0
456,116,0
393,36,2
568,66,1
462,49,0
229,136,0
424,56,0
356,67,1
273,45,1
283,95,1
337,51,1
162,183,0
98,12,1
471,119,1
354,19,0
401,39,0
409,19,0
12,60,0
274,165,0
186,180,0
94,21,1
476,90,0
274,139,0
520,138,0
454,174,0
381,36,0
146,6,0
399,54,1
112,185,0
94,23,0
508,95,1
529,152,1
85,80,0
510,19,0
198,136,0
81,27,0
116,57,0
54,48,0
359,187,1
49,181,1
505,182,1
119,154,0
91,185,0
198,65,0
70,26,1
526,27,0
123,32,1
561,70,1
125,199,1
520,163,0
297,53,0
444,94,0
339,35,0
309,152,0
417,77,1
102,169,1
170,74,0
163,79,0
278,198,1
489,151,1
92,58,1
487,109,0
521,39,0
117,95,0
185,115,0
127,25,1
89,142,0
382,107,1
550,56,0
445,136,0
325,11,1
71,6,0
44,108,0
397,6,2
80,11,0
378,64,1
112,171,0
571,200,0
306,136,0
489,148,0
534,185,0
245,150,0
222,24,1
300,106,1
497,9,2
521,155,0
17,178,1
55,136,0
404,14,0
203,32,0
518,7,2
43,52,0
400,73,1
539,118,1
122,80,0
572,3,0
363,92,1
322,41,0
207,36,1
225,71,0
308,4,1
494,25,1
50,118,0
296,50,0
13,11,1
253,69,0
561,180,0
355,133,1
289,66,2
41,82,2
136,57,0
351,199,1
183,49,0
292,110,0
349,45,0
521,115,0
121,193,0
40,157,1
18,1,1
450,181,0
21,18,0
548,57,0
273,192,1
277,184,0
384,43,0
430,140,0
223,61,1
275,180,0
427,83,1
555,13,0
344,54,1
444,35,0
100,130,0
450,168,0
549,91,2
546,144,0
225,4,1
154,19,0
142,125,0
333,12,0
54,24,0
257,49,0
557,136,0
489,107,1
434,126,1
457,83,0
323,137,0
17,11,0
329,121,1
543,145,1
14,21,1
397,87,2
517,67,0
432,125,0
470,111,0
401,45,0
526,5,0
175,182,1
77,21,1
371,133,0
274,80,0
191,58,0
386,64,0
473,45,1
278,28,0
435,20,0
163,32,0
508,198,0
382,133,0
127,159,1
416,102,1
287,45,0
474,192,0
558,36,1
281,111,0
558,115,1
530,122,1
220,1,1
385,1,1
509,142,0
489,108,1
381,20,0
466,65,0
483,11,0
353,139,0
32,101,1
40,54,1
207,53,1
298,124,1
33,2,0
500,173,0
531,104,0
483,181,0
370,118,0
389,195,1
439,154,0
154,16,1
34,84,1
47,106,0
546,152,0
142,149,0
304,121,1
349,162,1
54,29,0
546,193,1
414,176,0
481,91,1
479,106,1
268,150,0
284,30,1
538,80,0
357,200,0
378,54,1
104,131,0
400,125,1
37,12,0
43,133,0
547,95,0
345,70,0
177,58,0
401,129,0
322,156,2
500,107,0
245,195,1
67,6,0
62,37,1
526,79,0
10,101,1
33,21,0
448,177,0
352,182,1
409,101,1
551,15,0
358,7,1
568,79,1
228,182,1
483,134,0
561,103,0
271,63,1
409,24,1
61,137,0
384,38,0
8,9,0
369,104,1
244,172,0
450,143,0
50,87,0
324,95,1
247,199,2
265,7,2
174,86,0
491,128,1
176,175,0
57,75,0
150,159,1
474,196,1
37,39,1
324,109,2
101,119,0
400,100,1
528,163,0
59,136,0
431,51,1
34,185,1
246,199,0
209,139,2
200,75,0
155,112,0
316,93,0
120,173,0
513,171,0
115,175,1
181,174,0
123,121,2
486,99,2
124,1,1
507,12,0
446,3,1
317,53,1
177,74,0
36,166,1
358,199,1
322,115,0
542,94,0
239,14,0
142,32,0
201,181,0
38,69,1
168,91,1
497,72,2
99,51,1
111,88,0
483,95,0
118,3,0
533,166,1
169,114,0
145,64,0
541,35,0
152,150,0
470,87,0
427,73,1
158,156,1
403,170,1
358,93,0
362,189,0
352,88,1
455,35,0
532,17,1
340,192,0
467,51,0
49,53,1
50,37,0
217,25,1
240,122,0
61,158,2
408,195,1
497,134,2
324,42,2
235,79,0
514,80,1
534,183,2
300,160,1
354,42,0
238,6,0
531,136,0
476,138,0
29,142,0
430,185,0
382,41,0
364,107,0
550,31,2
415,157,1
431,136,0
222,40,1
352,155,0
99,92,1
505,149,0
230,88,1
248,32,1
150,192,1
96,60,0
546,178,1
250,121,2
552,20,0
438,136,0
105,57,0
284,132,0
172,68,0
508,42,0
415,116,0
185,129,1
350,24,1
352,193,1
91,42,0
346,71,0
277,2,0
274,102,1
210,171,0
342,196,1
491,15,1
362,18,0
225,115,0
476,114,0
324,80,1
295,172,0
530,183,1
482,88,0
254,176,0
467,57,0
518,130,0
215,25,0
417,139,1
211,3,0
268,124,1
155,55,2
460,11,0
412,188,0
563,67,1
223,80,0
43,139,0
497,159,2
193,193,1
178,55,0
486,96,2
528,98,0
533,15,0
273,74,1
107,77,0
183,36,0
489,41,1
321,14,0
178,164,0
474,149,1
304,80,0
329,76,1
553,107,2
458,83,1
72,52,1
217,21,1
424,58,0
138,31,1
143,30,1
296,57,0
252,153,1
428,115,0
315,133,0
339,41,0
369,51,1
533,136,0
514,92,1
473,12,1
207,184,0
60,147,0
273,194,1
215,87,0
187,100,1
273,150,1
134,97,1
156,156,1
336,27,0
561,49,1
51,85,0
391,153,1
357,33,0
446,77,0
4,87,0
412,130,0
376,21,1
293,153,0
175,51,1
363,3,1
117,42,0
39,148,0
159,89,1
182,146,0
388,22,2
196,108,0
149,176,0
116,18,0
358,121,1
47,40,0
20,199,1
485,5,1
370,161,1
496,197,1
353,142,0
96,59,0
339,115,0
547,79,1
58,100,2
198,3,0
410,76,0
184,48,1
207,118,1
149,38,2
470,152,0
68,112,0
208,106,1
65,59,0
60,195,1
29,154,2
524,96,2
560,105,2
117,7,0
98,37,1
531,2,0
425,92,1
89,58,0
62,87,0
184,121,1
273,73,1
461,126,2
495,49,1
388,131,1
322,44,2
9,18,1
526,92,0
409,180,1
62,69,1
200,44,0
264,21,1
148,92,1
124,143,1
466,51,1
257,199,0
81,49,0
327,123,1
339,152,0
471,56,0
219,76,0
301,33,0
455,189,0
9,120,0
60,137,0
174,53,0
125,23,0
542,142,0
378,38,0
539,185,1
147,21,1
308,95,1
484,163,0
439,71,0
446,95,1
462,177,0
133,163,0
557,23,0
8,134,0
353,100,1
364,158,0
236,111,0
430,35,0
269,132,0
408,107,1
557,200,0
410,174,0
99,192,1
90,114,0
551,101,1
308,149,1
434,64,1
539,122,1
132,121,1
308,119,1
207,6,1
390,19,0
382,115,0
407,123,0
545,158,0
41,189,0
352,129,1
326,130,1
454,146,0
38,89,1
385,179,2
162,7,0
409,188,0
66,131,0
188,21,1
384,158,0
474,176,0
450,185,0
201,104,0
565,23,0
471,69,1
546,171,0
12,148,0
25,11,1
376,148,0
194,14,0
476,134,1
163,16,0
338,150,0
548,153,1
52,106,1
512,136,0
518,119,0
446,82,1
380,171,0
416,59,0
195,87,0
225,5,2
305,175,0
175,196,1
376,59,0
208,54,1
210,105,0
99,20,0
488,120,0
98,167,1
151,70,1
459,68,0
349,82,1
279,173,1
238,82,0
174,44,0
176,97,0
428,39,0
455,165,0
248,1,1
64,88,1
191,74,0
243,163,0
277,97,0
125,72,0
83,63,1
462,60,1
241,18,1
181,109,0
267,70,1
122,187,0
210,187,0
236,80,0
35,181,0
449,95,0
532,115,0
263,30,1
130,121,2
121,167,0
98,150,0
85,37,0
277,71,0
446,27,1
319,146,0
422,1,1
377,87,0
94,179,1
186,112,0
98,172,1
462,25,0
162,100,0
291,87,0
215,106,0
526,31,2
514,169,1
31,42,2
297,49,0
432,198,0
88,193,0
129,46,1
461,82,2
435,13,0
48,138,0
275,15,0
338,88,1
253,19,0
457,77,0
150,157,1
524,199,2
364,165,0
146,15,0
145,136,0
10,4,1
374,36,1
404,121,1
180,41,1
434,93,0
466,64,2
12,159,0
298,130,0
250,74,0
61,171,0
209,155,0
62,118,1
514,75,0
236,146,0
451,121,1
378,165,0
203,24,2
298,64,1
497,40,1
268,148,0
475,178,1
107,92,1
203,75,0
349,26,0
505,1,1
562,6,0
106,102,1
181,6,0
443,15,0
34,171,0
513,181,0
83,20,0
37,135,0
317,32,1
487,110,0
564,175,1
502,100,1
567,38,0
46,121,2
72,54,1
361,167,0
262,11,1
420,138,1
407,121,1
192,34,0
364,137,0
198,40,1
169,43,0
132,128,1
504,153,1
227,14,0
329,54,1
546,172,0
277,40,0
275,69,0
538,140,0
24,177,1
224,49,0
397,100,2
410,96,2
293,164,0
271,167,0
257,148,0
152,88,1
510,170,0
471,93,0
200,160,0
480,72,1
548,44,1
527,9,0
512,156,1
524,148,0
343,64,1
328,19,0
20,46,1
464,149,1
528,23,0
233,6,1
525,168,0
12,193,0
284,31,1
434,44,1
460,104,0
486,181,2
448,21,0
348,150,0
113,27,0
426,165,1
13,129,1
438,171,0
294,110,0
247,38,1
468,172,0
222,88,1
371,99,0
128,50,0
284,126,0
125,198,0
95,186,2
528,173,0
349,199,2
157,31,1
318,166,1
470,14,0
136,143,0
29,148,0
490,131,1
332,23,1
561,15,0
116,156,0
491,36,1
276,195,1
81,172,0
210,14,0
342,40,0
571,27,0
13,21,1
223,150,0
29,68,0
357,92,0
382,77,0
305,6,0
324,124,2
296,144,0
318,198,0
443,17,0
340,41,0
546,93,0
372,39,0
119,21,0
221,141,0
534,148,0
266,24,1
210,54,0
88,158,0
29,50,2
489,86,1
74,155,0
108,158,1
546,182,1
546,149,1
437,56,0
311,13,1
347,111,0
275,23,0
149,172,2
219,177,0
17,32,0
120,139,0
402,147,1
20,84,1
513,76,0
312,184,0
14,171,0
285,35,0
175,79,1
180,91,1
127,68,0
336,8,1
466,44,2
12,32,0
115,76,1
239,158,0
202,2,0
250,98,1
455,76,0
322,199,2
91,152,0
413,24,1
12,158,0
494,189,1
489,128,0
374,11,1
390,30,1
409,97,1
476,31,1
470,179,1
58,42,2
490,27,1
162,45,0
239,80,0
349,140,0
243,20,0
279,109,1
306,63,1
382,20,0
73,146,1
570,107,2
392,14,0
141,126,0
309,147,0
486,118,2
